"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","Heading time - Julian date (JD)|CO_321:0001233","Plant height - cm|CO_321:0001301","notes"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292304","IL16LCSDH-01-T-863-36","","plot","298046","DH2_Urb_21-plot201","2","2","201","1","3","test","","","","","","","","","","","138","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292475","IL16LCSDH-01-T-863-37","","plot","297983","DH2_Urb_21-plot202","2","2","202","2","3","test","","","","","","","","","","","135","106.68","mixture:Mixed exclude_plot:true (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","84789","Kaskaskia","","plot","298037","DH2_Urb_21-plot203","2","2","203","3","3","check","","","","","","","","","","","137","116.84"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292212","IL16LCSDH-01-T-863-38","","plot","298056","DH2_Urb_21-plot204","2","2","204","4","3","test","","","","","","","","","","","132","91.44","mixture:Mixed exclude_plot:true (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292373","IL16LCSDH-01-T-863-39","","plot","298014","DH2_Urb_21-plot205","2","2","205","5","3","test","","","","","","","","","","","137","101.6"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292456","IL16LCSDH-01-T-863-41","","plot","297941","DH2_Urb_21-plot206","2","2","206","6","3","test","","","","","","","","","","","137","106.68"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292416","IL16LCSDH-01-T-863-42","","plot","297994","DH2_Urb_21-plot207","2","2","207","7","3","test","","","","","","","","","","","134","101.6"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292129","IL16LCSDH-01-T-863-47","","plot","298054","DH2_Urb_21-plot208","2","2","208","8","3","test","","","","","","","","","","","139","96.52"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292353","IL16LCSDH-01-T-863-48","","plot","297965","DH2_Urb_21-plot209","2","2","209","9","3","test","","","","","","","","","","","139","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292449","IL16LCSDH-01-T-863-50","","plot","297985","DH2_Urb_21-plot210","2","2","210","10","3","test","","","","","","","","","","","137","101.6"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292497","IL16LCSDH-01-T-863-56","","plot","298039","DH2_Urb_21-plot211","2","2","211","10","4","test","","","","","","","","","","","134","101.6"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292121","IL16LCSDH-01-T-863-67","","plot","297993","DH2_Urb_21-plot212","2","2","212","9","4","test","","","","","","","","","","","139","106.68"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292182","IL16LCSDH-01-T-863-71","","plot","297980","DH2_Urb_21-plot213","2","2","213","8","4","test","","","","","","","","","","","139","111.76"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292495","IL16LCSDH-01-T-863-72","","plot","298062","DH2_Urb_21-plot214","2","2","214","7","4","test","","","","","","","","","","","130","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","84801","07-4415","","plot","298044","DH2_Urb_21-plot215","2","2","215","6","4","check","","","","","","","","","","","131","96.52","mixture:Mixed exclude_plot:true (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292126","IL16LCSDH-01-T-863-77","","plot","297964","DH2_Urb_21-plot216","2","2","216","5","4","test","","","","","","","","","","","132","101.6"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292160","IL16LCSDH-01-T-863-43","","plot","298001","DH2_Urb_21-plot217","2","2","217","4","4","test","","","","","","","","","","","137","96.52"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292278","IL16LCSDH-01-T-863-45","","plot","298009","DH2_Urb_21-plot218","2","2","218","3","4","test","","","","","","","","","","","138","106.68"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292275","IL16LCSDH-01-T-863-115","","plot","298012","DH2_Urb_21-plot219","2","2","219","2","4","test","","","","","","","","","","","137","96.52"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292361","IL16LCSDH-02-T-864-2","","plot","297989","DH2_Urb_21-plot220","2","2","220","1","4","test","","","","","","","","","","","132","76.2"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292218","IL16LCSDH-02-T-864-3","","plot","298061","DH2_Urb_21-plot301","3","3","301","1","5","test","","","","","","","","","","","135","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292214","IL16LCSDH-02-T-864-4","","plot","298045","DH2_Urb_21-plot302","3","3","302","2","5","test","","","","","","","","","","","133","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292274","IL16LCSDH-02-T-864-5","","plot","298051","DH2_Urb_21-plot303","3","3","303","3","5","test","","","","","","","","","","","132","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292477","IL16LCSDH-02-T-864-6","","plot","298000","DH2_Urb_21-plot304","3","3","304","4","5","test","","","","","","","","","","","134","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","84789","Kaskaskia","","plot","298011","DH2_Urb_21-plot305","3","3","305","5","5","check","","","","","","","","","","","140","101.6"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292164","IL16LCSDH-02-T-864-8","","plot","297952","DH2_Urb_21-plot306","3","3","306","6","5","test","","","","","","","","","","","132","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292105","IL16LCSDH-02-T-864-9","","plot","298010","DH2_Urb_21-plot307","3","3","307","7","5","test","","","","","","","","","","","130","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292444","IL16LCSDH-02-T-864-10","","plot","297995","DH2_Urb_21-plot308","3","3","308","8","5","test","","","","","","","","","","","130","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292406","IL16LCSDH-02-T-864-11","","plot","297976","DH2_Urb_21-plot309","3","3","309","9","5","test","","","","","","","","","","","134","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292391","IL16LCSDH-02-T-864-12","","plot","297957","DH2_Urb_21-plot310","3","3","310","10","5","test","","","","","","","","","","","130","76.2"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292494","IL16LCSDH-02-T-864-13","","plot","297990","DH2_Urb_21-plot311","3","3","311","10","6","test","","","","","","","","","","","137","81.28"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292203","IL16LCSDH-02-T-864-14","","plot","298017","DH2_Urb_21-plot312","3","3","312","9","6","test","","","","","","","","","","","131","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292142","IL16LCSDH-02-T-864-17","","plot","297997","DH2_Urb_21-plot313","3","3","313","8","6","test","","","","","","","","","","","131","81.28"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292149","IL16LCSDH-02-T-864-18","","plot","297987","DH2_Urb_21-plot314","3","3","314","7","6","test","","","","","","","","","","","133","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292294","IL16LCSDH-02-T-864-19","","plot","297982","DH2_Urb_21-plot315","3","3","315","6","6","test","","","","","","","","","","","136","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292293","IL16LCSDH-02-T-864-22","","plot","297945","DH2_Urb_21-plot316","3","3","316","5","6","test","","","","","","","","","","","133","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292155","IL16LCSDH-02-T-864-35","","plot","298055","DH2_Urb_21-plot317","3","3","317","4","6","test","","","","","","","","","","","132","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292216","IL16LCSDH-02-T-864-15","","plot","298060","DH2_Urb_21-plot318","3","3","318","3","6","test","","","","","","","","","","","131","96.52","mixture:Mixed exclude_plot:true (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292162","IL16LCSDH-02-T-864-16","","plot","297999","DH2_Urb_21-plot319","3","3","319","2","6","test","","","","","","","","","","","133","81.28"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","84801","07-4415","","plot","297969","DH2_Urb_21-plot320","3","3","320","1","6","check","","","","","","","","","","","136","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292408","IL16LCSDH-03-T-865-1","","plot","298052","DH2_Urb_21-plot401","4","4","401","1","7","test","","","","","","","","","","","136","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292389","IL16LCSDH-03-T-865-3","","plot","297970","DH2_Urb_21-plot402","4","4","402","2","7","test","","","","","","","","","","","134","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292337","IL16LCSDH-03-T-865-4","","plot","297971","DH2_Urb_21-plot403","4","4","403","3","7","test","","","","","","","","","","","130","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292507","IL16LCSDH-03-T-865-5","","plot","297968","DH2_Urb_21-plot404","4","4","404","4","7","test","","","","","","","","","","","134","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292096","IL16LCSDH-03-T-865-6","","plot","298007","DH2_Urb_21-plot405","4","4","405","5","7","test","","","","","","","","","","","137","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292347","IL16LCSDH-03-T-865-8","","plot","298028","DH2_Urb_21-plot406","4","4","406","6","7","test","","","","","","","","","","","134","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","84789","Kaskaskia","","plot","298047","DH2_Urb_21-plot407","4","4","407","7","7","check","","","","","","","","","","","139","101.6"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292386","IL16LCSDH-03-T-865-9","","plot","298027","DH2_Urb_21-plot408","4","4","408","8","7","test","","","","","","","","","","","130","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292176","IL16LCSDH-03-T-865-11","","plot","298016","DH2_Urb_21-plot409","4","4","409","9","7","test","","","","","","","","","","","133","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292237","IL16LCSDH-03-T-865-33","","plot","297962","DH2_Urb_21-plot410","4","4","410","10","7","test","","","","","","","","","","","132","86.36"," (Operator: jrutkoski, Time: )"
