"","name","studyName","germplasmDbId","trait","predicted.value","standard.error","upper.Confidence.limit","lower.Confidence.limit","est.status"
"15","19-10141","Pr_Urb_21","239202","Heading.time...Julian.date..JD..",135.618457775173,0.380022825161099,136.364120629133,134.872794921213,"Estimable"
"16","19-10141","Pr_Urb_21","239202","Plant.height.inches",42.1201175213142,0.910972430238616,43.907584634434,40.3326504081944,"Estimable"
"17","19-10142","Pr_Urb_21","239203","Grain.test.weight...lbs.bu",55.9942441242481,0.32267192930788,56.6273757567978,55.3611124916984,"Estimable"
"18","19-10142","Pr_Urb_21","239203","Grain.yield...bu.ac",79.9176974275676,3.51983885813875,86.8241591310861,73.0112357240492,"Estimable"
"19","19-10142","Pr_Urb_21","239203","Heading.time...Julian.date..JD..",135.217868958973,0.380097115835869,135.963677582589,134.472060335357,"Estimable"
"20","19-10142","Pr_Urb_21","239203","Plant.height.inches",40.4194011626933,0.914743072036433,42.2142668512092,38.6245354741773,"Estimable"
"21","19-10151","Pr_Urb_21","239205","Grain.test.weight...lbs.bu",56.3382761252515,0.326535500234392,56.9789886743483,55.6975635761547,"Estimable"
"22","19-10151","Pr_Urb_21","239205","Grain.yield...bu.ac",76.3498436586662,3.5389655144068,83.293834784512,69.4058525328203,"Estimable"
"23","19-10151","Pr_Urb_21","239205","Heading.time...Julian.date..JD..",135.955174333356,0.382082912638328,136.704879393747,135.205469272966,"Estimable"
"24","19-10151","Pr_Urb_21","239205","Plant.height.inches",41.8074982999104,0.922488777739941,43.6175622466319,39.9974343531889,"Estimable"
"25","19-10168","Pr_Urb_21","239206","Grain.test.weight...lbs.bu",56.7023768365401,0.322284485732362,57.3347482455897,56.0700054274906,"Estimable"
"26","19-10168","Pr_Urb_21","239206","Grain.yield...bu.ac",85.2878795452226,3.52259512580904,92.1997494670932,78.3760096233519,"Estimable"
"27","19-10168","Pr_Urb_21","239206","Heading.time...Julian.date..JD..",136.443878754651,0.379541766420127,137.188597697851,135.699159811452,"Estimable"
"28","19-10168","Pr_Urb_21","239206","Plant.height.inches",41.3507145506547,0.908058000379079,43.1324631070383,39.5689659942711,"Estimable"
"29","19-10169","Pr_Urb_21","239207","Grain.test.weight...lbs.bu",56.1149704096556,0.323531848367082,56.749789334803,55.4801514845082,"Estimable"
"30","19-10169","Pr_Urb_21","239207","Grain.yield...bu.ac",78.2298555238423,3.54606785231763,85.187782521972,71.2719285257127,"Estimable"
"31","19-10169","Pr_Urb_21","239207","Heading.time...Julian.date..JD..",135.96829889935,0.380997810271164,136.715874823083,135.220722975618,"Estimable"
"32","19-10169","Pr_Urb_21","239207","Plant.height.inches",42.5191125010929,0.913589861230486,44.3117154137864,40.7265095883995,"Estimable"
"33","19-10173","Pr_Urb_21","239208","Grain.test.weight...lbs.bu",56.6031275372719,0.32817838244577,57.247063672315,55.9591914022289,"Estimable"
"34","19-10173","Pr_Urb_21","239208","Grain.yield...bu.ac",80.524124488087,3.54360250865496,87.4772141052232,73.5710348709507,"Estimable"
"35","19-10173","Pr_Urb_21","239208","Heading.time...Julian.date..JD..",135.043335552092,0.381811900363127,135.792508844985,134.294162259198,"Estimable"
"36","19-10173","Pr_Urb_21","239208","Plant.height.inches",42.3495381242648,0.925739764320134,44.1659810034374,40.5330952450922,"Estimable"
"37","19-10236","Pr_Urb_21","239211","Grain.test.weight...lbs.bu",55.7704452944343,0.324547462499081,56.4072570097039,55.1336335791647,"Estimable"
"38","19-10236","Pr_Urb_21","239211","Grain.yield...bu.ac",85.8955079862276,3.56773949406586,92.8959580570941,78.8950579153611,"Estimable"
"39","19-10236","Pr_Urb_21","239211","Heading.time...Julian.date..JD..",134.127801801661,0.380869480523397,134.875125922818,133.380477680504,"Estimable"
"40","19-10236","Pr_Urb_21","239211","Plant.height.inches",40.2454135751588,0.912351354476242,42.0355863483452,38.4552408019725,"Estimable"
"41","19-10259","Pr_Urb_21","239213","Grain.test.weight...lbs.bu",55.6041736289851,0.323726482382581,56.2393744558128,54.9689728021574,"Estimable"
"42","19-10259","Pr_Urb_21","239213","Grain.yield...bu.ac",80.328152977011,3.52093598690952,87.236767414829,73.4195385391929,"Estimable"
"43","19-10259","Pr_Urb_21","239213","Heading.time...Julian.date..JD..",134.006730179568,0.380220524426908,134.752780949698,133.260679409439,"Estimable"
"44","19-10259","Pr_Urb_21","239213","Plant.height.inches",41.2913667198242,0.914866128571539,43.0864738640662,39.4962595755822,"Estimable"
"45","19-10905","Pr_Urb_21","239227","Grain.test.weight...lbs.bu",54.4102104384354,0.324305292523911,55.0465469792079,53.7738738976628,"Estimable"
"46","19-10905","Pr_Urb_21","239227","Grain.yield...bu.ac",80.2213010183999,3.5283787303986,87.1445192562635,73.2980827805364,"Estimable"
"47","19-10905","Pr_Urb_21","239227","Heading.time...Julian.date..JD..",136.546604286154,0.380962261361036,137.294110457493,135.799098114816,"Estimable"
"48","19-10905","Pr_Urb_21","239227","Plant.height.inches",39.476887109664,0.914501180373184,41.2712781697734,37.6824960495546,"Estimable"
"49","19-11163","Pr_Urb_21","239238","Grain.test.weight...lbs.bu",55.6314942952964,0.448704236194126,56.5119205728562,54.7510680177367,"Estimable"
"50","19-11163","Pr_Urb_21","239238","Grain.yield...bu.ac",86.8721449772072,4.72488993254144,96.1431010316252,77.6011889227892,"Estimable"
"51","19-11163","Pr_Urb_21","239238","Heading.time...Julian.date..JD..",133.413091503192,0.380430275584143,134.159553837144,132.66662916924,"Estimable"
"52","19-11163","Pr_Urb_21","239238","Plant.height.inches",41.8748316931335,0.913795121001003,43.6678373568623,40.0818260294047,"Estimable"
"53","19-11645","Pr_Urb_21","239273","Heading.time...Julian.date..JD..",135.920261339323,0.377904881044991,136.661768463286,135.178754215361,"Estimable"
"54","19-11645","Pr_Urb_21","239273","Plant.height.inches",40.0187780122436,0.905499630925508,41.7955066568168,38.2420493676703,"Estimable"
"55","19-11647","Pr_Urb_21","239274","Grain.test.weight...lbs.bu",55.5231126413862,0.323410825875633,56.1576941019121,54.8885311808604,"Estimable"
"56","19-11647","Pr_Urb_21","239274","Grain.yield...bu.ac",78.054566207877,3.51227618404726,84.9461887891815,71.1629436265724,"Estimable"
"57","19-11647","Pr_Urb_21","239274","Heading.time...Julian.date..JD..",136.132842998372,0.380269799088345,136.878990452917,135.386695543827,"Estimable"
"58","19-11647","Pr_Urb_21","239274","Plant.height.inches",41.4144834415081,0.916392273965104,43.2125851162214,39.6163817667948,"Estimable"
"59","19-11770","Pr_Urb_21","239285","Grain.test.weight...lbs.bu",56.3020314963577,0.330198644439641,56.9499316941474,55.654131298568,"Estimable"
"60","19-11770","Pr_Urb_21","239285","Grain.yield...bu.ac",85.9520365882289,3.63334290654843,93.0812105791928,78.8228625972649,"Estimable"
"61","19-11770","Pr_Urb_21","239285","Heading.time...Julian.date..JD..",136.207340391839,0.389660070467436,136.971912993749,135.442767789928,"Estimable"
"62","19-11770","Pr_Urb_21","239285","Plant.height.inches",41.8105551768629,0.930553989231873,43.6364443009703,39.9846660527554,"Estimable"
"63","19-11773","Pr_Urb_21","239286","Grain.test.weight...lbs.bu",55.7189169070602,0.323209162264657,56.3531026727653,55.0847311413552,"Estimable"
"64","19-11773","Pr_Urb_21","239286","Grain.yield...bu.ac",87.3831947577578,3.52941554990025,94.3084473939192,80.4579421215965,"Estimable"
"65","19-11773","Pr_Urb_21","239286","Heading.time...Julian.date..JD..",136.036900778754,0.380336968704734,136.783180030351,135.290621527158,"Estimable"
"66","19-11773","Pr_Urb_21","239286","Plant.height.inches",42.2138206244059,0.911307803743041,44.0019457915895,40.4256954572223,"Estimable"
"67","19-11804","Pr_Urb_21","239287","Grain.test.weight...lbs.bu",54.3688349245837,0.458480966959711,55.2684446418802,53.4692252072873,"Estimable"
"68","19-11804","Pr_Urb_21","239287","Grain.yield...bu.ac",76.7149939933745,4.81364533876034,86.1601017174389,67.2698862693101,"Estimable"
"69","19-11804","Pr_Urb_21","239287","Heading.time...Julian.date..JD..",136.536286204269,0.381842777474696,137.285520082773,135.787052325764,"Estimable"
"70","19-11804","Pr_Urb_21","239287","Plant.height.inches",39.4658509021398,0.924029122885399,41.2789372414157,37.652764562864,"Estimable"
"71","19-12420","Pr_Urb_21","239307","Grain.test.weight...lbs.bu",56.1649406731338,0.322799594301641,56.7983228039096,55.5315585423579,"Estimable"
"72","19-12420","Pr_Urb_21","239307","Grain.yield...bu.ac",82.9268871650691,3.542448463039,89.8777123683581,75.9760619617802,"Estimable"
"73","19-12420","Pr_Urb_21","239307","Heading.time...Julian.date..JD..",135.231935299001,0.380232605247978,135.978009773548,134.485860824455,"Estimable"
"74","19-12420","Pr_Urb_21","239307","Plant.height.inches",42.1114844615751,0.911522189472751,43.9000302863206,40.3229386368297,"Estimable"
"75","19-12604","Pr_Urb_21","239315","Grain.test.weight...lbs.bu",55.691152028396,0.325704342856627,56.3302337197091,55.0520703370829,"Estimable"
"76","19-12604","Pr_Urb_21","239315","Grain.yield...bu.ac",83.8710356530726,3.56904559230609,90.8740484882703,76.8680228178749,"Estimable"
"77","19-12604","Pr_Urb_21","239315","Heading.time...Julian.date..JD..",136.555507313706,0.384389471802243,137.30973819564,135.801276431773,"Estimable"
"78","19-12604","Pr_Urb_21","239315","Plant.height.inches",41.6627037367558,0.921250601385024,43.4703381922642,39.8550692812474,"Estimable"
"79","19-12615","Pr_Urb_21","239316","Grain.test.weight...lbs.bu",55.3259969134648,0.31974373510251,55.9533829815285,54.6986108454011,"Estimable"
"80","19-12615","Pr_Urb_21","239316","Grain.yield...bu.ac",81.690114847168,3.51016090769308,88.5775869330319,74.8026427613041,"Estimable"
"81","19-12615","Pr_Urb_21","239316","Heading.time...Julian.date..JD..",135.713797225479,0.378872327772738,136.457202627757,134.970391823202,"Estimable"
"82","19-12615","Pr_Urb_21","239316","Plant.height.inches",41.9137973547822,0.909633484812333,43.6986372523724,40.128957457192,"Estimable"
"83","19-12622","Pr_Urb_21","239317","Grain.test.weight...lbs.bu",55.1745475312086,0.320732779993247,55.803874256483,54.5452208059341,"Estimable"
"84","19-12622","Pr_Urb_21","239317","Grain.yield...bu.ac",72.5206451216169,3.51547814051025,79.4185504307903,65.6227398124434,"Estimable"
"85","19-12622","Pr_Urb_21","239317","Heading.time...Julian.date..JD..",136.747820695674,0.380221750676745,137.493873871893,136.001767519455,"Estimable"
"86","19-12622","Pr_Urb_21","239317","Plant.height.inches",43.5559887209418,0.90989319869281,45.3413382168522,41.7706392250315,"Estimable"
"87","19-12659","Pr_Urb_21","239320","Grain.test.weight...lbs.bu",54.5422161692807,0.452938255102784,55.4309502389364,53.653482099625,"Estimable"
"88","19-12659","Pr_Urb_21","239320","Grain.yield...bu.ac",87.2461366435519,4.81232520717659,96.6886540677207,77.8036192193831,"Estimable"
"89","19-12659","Pr_Urb_21","239320","Heading.time...Julian.date..JD..",133.903887381023,0.379100036140205,134.647739581913,133.160035180133,"Estimable"
"90","19-12659","Pr_Urb_21","239320","Plant.height.inches",41.2084360364466,0.909394390814468,42.9928067950772,39.424065277816,"Estimable"
"91","19-12749","Pr_Urb_21","239326","Grain.test.weight...lbs.bu",55.8335101825295,0.322647638165841,56.4665941521466,55.2004262129124,"Estimable"
"92","19-12749","Pr_Urb_21","239326","Grain.yield...bu.ac",78.6833595251441,3.51807958579163,85.5863692674845,71.7803497828038,"Estimable"
"93","19-12749","Pr_Urb_21","239326","Heading.time...Julian.date..JD..",135.410068447463,0.380189145330028,136.15605764701,134.664079247917,"Estimable"
"94","19-12749","Pr_Urb_21","239326","Plant.height.inches",42.4471133387429,0.91211144491423,44.2368153727082,40.6574113047776,"Estimable"
"95","19-12830","Pr_Urb_21","239334","Grain.test.weight...lbs.bu",56.0141990582167,0.3276310861194,56.6570613142356,55.3713368021979,"Estimable"
"96","19-12830","Pr_Urb_21","239334","Grain.yield...bu.ac",84.7180970581832,3.56916390073723,91.7213420326014,77.714852083765,"Estimable"
"97","19-12830","Pr_Urb_21","239334","Heading.time...Julian.date..JD..",136.213603752526,0.381733223091506,136.96262266859,135.464584836462,"Estimable"
"98","19-12830","Pr_Urb_21","239334","Plant.height.inches",41.8906791069703,0.917845309049257,43.6916318585558,40.0897263553847,"Estimable"
"99","19-12849","Pr_Urb_21","239339","Grain.test.weight...lbs.bu",56.2125144875751,0.31958547998275,56.839590034911,55.5854389402392,"Estimable"
"100","19-12849","Pr_Urb_21","239339","Grain.yield...bu.ac",78.1249058971404,3.4858972707266,84.9647690195685,71.2850427747123,"Estimable"
"101","19-12849","Pr_Urb_21","239339","Heading.time...Julian.date..JD..",135.082178501251,0.377545011883535,135.822979506927,134.341377495574,"Estimable"
"102","19-12849","Pr_Urb_21","239339","Plant.height.inches",40.7078803419334,0.90881428770994,42.4911128496278,38.924647834239,"Estimable"
"103","19-12926","Pr_Urb_21","239345","Grain.test.weight...lbs.bu",54.3841225392757,0.449151337525593,55.265426097969,53.5028189805824,"Estimable"
"104","19-12926","Pr_Urb_21","239345","Grain.yield...bu.ac",81.7887971873769,4.74935583282633,91.1077590767692,72.4698352979847,"Estimable"
"105","19-12926","Pr_Urb_21","239345","Heading.time...Julian.date..JD..",134.609214180394,0.380434225387945,135.355684264465,133.862744096324,"Estimable"
"106","19-12926","Pr_Urb_21","239345","Plant.height.inches",40.1989406089718,0.917451165088789,41.9991199898781,38.3987612280655,"Estimable"
"107","19-12935","Pr_Urb_21","239347","Grain.test.weight...lbs.bu",53.7859136594387,0.326265382842708,54.4260961969366,53.1457311219408,"Estimable"
"108","19-12935","Pr_Urb_21","239347","Grain.yield...bu.ac",86.3385650004927,3.55158492946724,93.3073173470502,79.3698126539352,"Estimable"
"109","19-12935","Pr_Urb_21","239347","Heading.time...Julian.date..JD..",132.865183280685,0.381303403076894,133.6133588242,132.117007737171,"Estimable"
"110","19-12935","Pr_Urb_21","239347","Plant.height.inches",40.2867960729859,0.920588120466286,42.0931306396986,38.4804615062732,"Estimable"
"111","19-13048","Pr_Urb_21","239352","Grain.test.weight...lbs.bu",54.2239979104517,0.322346584463445,54.856491166701,53.5915046542025,"Estimable"
"112","19-13048","Pr_Urb_21","239352","Grain.yield...bu.ac",89.330591112991,3.50883645452709,96.2154644193546,82.4457178066274,"Estimable"
"113","19-13048","Pr_Urb_21","239352","Heading.time...Julian.date..JD..",134.859287809249,0.380342043174485,135.605577017731,134.112998600768,"Estimable"
"114","19-13048","Pr_Urb_21","239352","Plant.height.inches",40.1026555222999,0.912060426331483,41.8922574500097,38.31305359459,"Estimable"
"115","19-13357","Pr_Urb_21","239385","Grain.test.weight...lbs.bu",55.6035725851751,0.321418470918319,56.2342447408245,54.9729004295257,"Estimable"
"116","19-13357","Pr_Urb_21","239385","Grain.yield...bu.ac",89.2919888623461,3.49894996071805,96.1574633571089,82.4265143675833,"Estimable"
"117","19-13357","Pr_Urb_21","239385","Heading.time...Julian.date..JD..",136.85706267042,0.379438212259863,137.601578424533,136.112546916307,"Estimable"
"118","19-13357","Pr_Urb_21","239385","Plant.height.inches",38.5746199827367,0.912823699047694,40.3657195681509,36.7835203973225,"Estimable"
"119","19-13414","Pr_Urb_21","239388","Grain.test.weight...lbs.bu",55.9307855860358,0.446747591289003,56.8073726272983,55.0541985447733,"Estimable"
"120","19-13414","Pr_Urb_21","239388","Grain.yield...bu.ac",80.5720834780717,4.74354518236422,89.8796439833363,71.2645229728071,"Estimable"
"121","19-13414","Pr_Urb_21","239388","Heading.time...Julian.date..JD..",136.069489085389,0.37960178607641,136.814325796326,135.324652374452,"Estimable"
"122","19-13414","Pr_Urb_21","239388","Plant.height.inches",40.3600199887788,0.91083793504833,42.1472232017831,38.5728167757744,"Estimable"
"123","19-13430","Pr_Urb_21","239390","Grain.test.weight...lbs.bu",54.7293967283242,0.325521995969577,55.3681206271806,54.0906728294677,"Estimable"
"124","19-13430","Pr_Urb_21","239390","Grain.yield...bu.ac",77.3005484750222,3.55975343834515,84.2853286842217,70.3157682658228,"Estimable"
"125","19-13430","Pr_Urb_21","239390","Heading.time...Julian.date..JD..",135.939089577962,0.381429177440611,136.687511909998,135.190667245926,"Estimable"
"126","19-13430","Pr_Urb_21","239390","Plant.height.inches",41.0506948067467,0.915700746999725,42.8474395998823,39.2539500136112,"Estimable"
"127","19-13434","Pr_Urb_21","239393","Grain.test.weight...lbs.bu",55.8229810507905,0.326823771256075,56.4642592316823,55.1817028698987,"Estimable"
"128","19-13434","Pr_Urb_21","239393","Grain.yield...bu.ac",75.7599031155453,3.556424286076,82.7381510192675,68.7816552118231,"Estimable"
"129","19-13434","Pr_Urb_21","239393","Heading.time...Julian.date..JD..",135.58309984379,0.382528739462423,136.333679684535,134.832520003044,"Estimable"
"130","19-13434","Pr_Urb_21","239393","Plant.height.inches",43.7016317155179,0.92252218681129,45.5117612159426,41.8915022150932,"Estimable"
"131","19-13447","Pr_Urb_21","239394","Grain.test.weight...lbs.bu",55.1129594309959,0.325920325533639,55.7524649133255,54.4734539486664,"Estimable"
"132","19-13447","Pr_Urb_21","239394","Grain.yield...bu.ac",86.3114940525725,3.57913872779627,93.3343111619262,79.2886769432189,"Estimable"
"133","19-13447","Pr_Urb_21","239394","Heading.time...Julian.date..JD..",135.433377502713,0.381627333465154,136.182188647149,134.684566358277,"Estimable"
"134","19-13447","Pr_Urb_21","239394","Plant.height.inches",40.7483530351195,0.921395221800908,42.5562712579832,38.9404348122558,"Estimable"
"135","19-13451","Pr_Urb_21","239396","Grain.test.weight...lbs.bu",56.0885390240205,0.326603488432048,56.7293849763504,55.4476930716907,"Estimable"
"136","19-13451","Pr_Urb_21","239396","Grain.yield...bu.ac",80.9947375271784,3.54903897923715,87.9584943303397,74.030980724017,"Estimable"
"137","19-13451","Pr_Urb_21","239396","Heading.time...Julian.date..JD..",135.076537597413,0.379847833276612,135.821857090555,134.331218104271,"Estimable"
"138","19-13451","Pr_Urb_21","239396","Plant.height.inches",41.1666126484358,0.91425122288798,42.9605132537634,39.3727120431082,"Estimable"
"139","19-13706","Pr_Urb_21","239407","Grain.test.weight...lbs.bu",55.1250210616675,0.448997685715353,56.0060231320297,54.2440189913053,"Estimable"
"140","19-13706","Pr_Urb_21","239407","Grain.yield...bu.ac",83.27444482617,4.78860060323871,92.6704109520743,73.8784787002657,"Estimable"
"141","19-13706","Pr_Urb_21","239407","Heading.time...Julian.date..JD..",135.994592119428,0.380358035205404,136.740912706718,135.248271532139,"Estimable"
"142","19-13706","Pr_Urb_21","239407","Plant.height.inches",41.6108764348414,0.915670780067986,43.4075624282776,39.8141904414052,"Estimable"
"143","19-13707","Pr_Urb_21","239408","Grain.test.weight...lbs.bu",56.4406060716432,0.331446347288241,57.0909544530824,55.790257690204,"Estimable"
"144","19-13707","Pr_Urb_21","239408","Grain.yield...bu.ac",73.5721676125592,3.60203771489049,80.6399160337682,66.5044191913502,"Estimable"
"145","19-13707","Pr_Urb_21","239408","Heading.time...Julian.date..JD..",133.699695865396,0.381850362395848,134.448944626675,132.950447104118,"Estimable"
"146","19-13707","Pr_Urb_21","239408","Plant.height.inches",41.9414052546502,0.924601634540751,43.7556149492789,40.1271955600215,"Estimable"
"147","19-13713","Pr_Urb_21","239409","Grain.test.weight...lbs.bu",55.4756507649662,0.323217754747133,56.1098533904349,54.8414481394975,"Estimable"
"148","19-13713","Pr_Urb_21","239409","Grain.yield...bu.ac",88.2481436896313,3.54973409741564,95.2132644208794,81.2830229583833,"Estimable"
"149","19-13713","Pr_Urb_21","239409","Heading.time...Julian.date..JD..",133.372079070975,0.380107038390864,134.11790716416,132.62625097779,"Estimable"
"150","19-13713","Pr_Urb_21","239409","Plant.height.inches",39.558055226373,0.911280037480858,41.3461259119073,37.7699845408387,"Estimable"
"151","19-13748","Pr_Urb_21","239414","Grain.test.weight...lbs.bu",56.0378133858637,0.32692568305612,56.6792915332803,55.3963352384472,"Estimable"
"152","19-13748","Pr_Urb_21","239414","Grain.yield...bu.ac",81.3536555599948,3.57007530288404,88.3586888446957,74.3486222752939,"Estimable"
"153","19-13748","Pr_Urb_21","239414","Heading.time...Julian.date..JD..",135.514794566369,0.37816919043607,136.256820305746,134.772768826993,"Estimable"
"154","19-13748","Pr_Urb_21","239414","Plant.height.inches",41.4422517305099,0.910312759362037,43.2284244685661,39.6560789924538,"Estimable"
"155","19-13752","Pr_Urb_21","239415","Grain.test.weight...lbs.bu",56.1899637987223,0.323748944311612,56.8252086992872,55.5547188981574,"Estimable"
"156","19-13752","Pr_Urb_21","239415","Grain.yield...bu.ac",86.7822579882276,3.54280488777993,93.7337825513232,79.8307334251319,"Estimable"
"157","19-13752","Pr_Urb_21","239415","Heading.time...Julian.date..JD..",134.037632784167,0.380390364398957,134.784016806275,133.291248762059,"Estimable"
"158","19-13752","Pr_Urb_21","239415","Plant.height.inches",42.8461190625959,0.915290820902226,44.6420595180876,41.0501786071041,"Estimable"
"159","19-13778","Pr_Urb_21","239416","Grain.test.weight...lbs.bu",56.7659813976286,0.32042754100753,57.3947091973698,56.1372535978875,"Estimable"
"160","19-13778","Pr_Urb_21","239416","Grain.yield...bu.ac",80.9482421081963,3.50166271900671,87.8190394492559,74.0774447671367,"Estimable"
"161","19-13778","Pr_Urb_21","239416","Heading.time...Julian.date..JD..",135.848378537582,0.378780759657759,136.591604269225,135.105152805939,"Estimable"
"162","19-13778","Pr_Urb_21","239416","Plant.height.inches",43.2474807174146,0.909509226508637,45.0320768012251,41.4628846336041,"Estimable"
"163","19-13936","Pr_Urb_21","239424","Grain.test.weight...lbs.bu",55.7723899827353,0.323382431521939,56.4069157292003,55.1378642362704,"Estimable"
"164","19-13936","Pr_Urb_21","239424","Grain.yield...bu.ac",80.5827610261936,3.53186654043869,87.5128228803253,73.6526991720618,"Estimable"
"165","19-13936","Pr_Urb_21","239424","Heading.time...Julian.date..JD..",133.79001132882,0.380555291073103,134.536718962265,133.043303695376,"Estimable"
"166","19-13936","Pr_Urb_21","239424","Plant.height.inches",39.698218488057,0.915144339154281,41.4938715239755,37.9025654521385,"Estimable"
"167","19-13942","Pr_Urb_21","239425","Grain.test.weight...lbs.bu",54.9204600982179,0.455749030412427,55.8147093385435,54.0262108578924,"Estimable"
"168","19-13942","Pr_Urb_21","239425","Grain.yield...bu.ac",89.2394392631853,4.88118902269938,98.8170780164361,79.6618005099345,"Estimable"
"169","19-13942","Pr_Urb_21","239425","Heading.time...Julian.date..JD..",131.098295899045,0.389590311939587,131.862731624064,130.333860174025,"Estimable"
"170","19-13942","Pr_Urb_21","239425","Plant.height.inches",39.7107936109396,0.929985200538629,41.5355666847147,37.8860205371644,"Estimable"
"171","19-13961","Pr_Urb_21","239431","Grain.test.weight...lbs.bu",55.7302214688882,0.321278967141602,56.3606198968102,55.0998230409662,"Estimable"
"172","19-13961","Pr_Urb_21","239431","Grain.yield...bu.ac",80.5199655355872,3.51634705859166,87.4195757948151,73.6203552763594,"Estimable"
"173","19-13961","Pr_Urb_21","239431","Heading.time...Julian.date..JD..",133.997506110495,0.380202052066185,134.74352063503,133.25149158596,"Estimable"
"174","19-13961","Pr_Urb_21","239431","Plant.height.inches",39.2191324271188,0.911262340074164,41.0071683876369,37.4310964666008,"Estimable"
"175","19-13965","Pr_Urb_21","239432","Grain.test.weight...lbs.bu",56.2316250426761,0.321958300443875,56.8633564263455,55.5998936590066,"Estimable"
"176","19-13965","Pr_Urb_21","239432","Grain.yield...bu.ac",85.7522128311745,3.50533458698452,92.6302149383019,78.8742107240471,"Estimable"
"177","19-13965","Pr_Urb_21","239432","Heading.time...Julian.date..JD..",134.692394201063,0.379048621109227,135.436145517805,133.94864288432,"Estimable"
"178","19-13965","Pr_Urb_21","239432","Plant.height.inches",38.5720781005028,0.913103577978067,40.3637268511464,36.7804293498592,"Estimable"
"179","19-13978","Pr_Urb_21","239435","Grain.test.weight...lbs.bu",55.8556465803273,0.32221257444493,56.4878768884423,55.2234162722124,"Estimable"
"180","19-13978","Pr_Urb_21","239435","Grain.yield...bu.ac",87.6681966825649,3.51734792255176,94.5697707898237,80.7666225753061,"Estimable"
"181","19-13978","Pr_Urb_21","239435","Heading.time...Julian.date..JD..",131.973818782494,0.379442179442227,132.718342320826,131.229295244163,"Estimable"
"182","19-13978","Pr_Urb_21","239435","Plant.height.inches",41.1377350664284,0.911007424200447,42.9252708430487,39.3501992898081,"Estimable"
"183","19-14359","Pr_Urb_21","239448","Grain.test.weight...lbs.bu",55.3662591296121,0.321287078311557,55.996673472889,54.7358447863352,"Estimable"
"184","19-14359","Pr_Urb_21","239448","Grain.yield...bu.ac",73.7673323098559,3.50360743571704,80.6419454822719,66.89271913744,"Estimable"
"185","19-14359","Pr_Urb_21","239448","Heading.time...Julian.date..JD..",134.06801084932,0.379566934203817,134.812779175557,133.323242523083,"Estimable"
"186","19-14359","Pr_Urb_21","239448","Plant.height.inches",39.9915354598561,0.910106719928071,41.7773039170581,38.2057670026542,"Estimable"
"187","19-14605","Pr_Urb_21","239460","Grain.test.weight...lbs.bu",55.309274845492,0.326042216671732,55.9490194968606,54.6695301941234,"Estimable"
"188","19-14605","Pr_Urb_21","239460","Grain.yield...bu.ac",84.5657214032986,3.53769773044204,91.5072249432766,77.6242178633207,"Estimable"
"189","19-14605","Pr_Urb_21","239460","Heading.time...Julian.date..JD..",135.360784288401,0.379984651818667,136.106372240429,134.615196336372,"Estimable"
"190","19-14605","Pr_Urb_21","239460","Plant.height.inches",43.3595360248444,0.916020381376803,45.1569079894708,41.562164060218,"Estimable"
"191","19-14617","Pr_Urb_21","239462","Grain.test.weight...lbs.bu",55.2693237504236,0.320716871726011,55.8986192612469,54.6400282396004,"Estimable"
